Name,Danceability,Energy,Key,Loudness,Mode,Speechness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Type,ID,Uri,Ref_Track,URL_features,Duration_ms,time_signature,Genre
Magic,0.438,0.675,1,-8.812,1,0.045,0.013,0,0.0592,0.856,72.843,audio_features,3H02Ath9iNiQnkcKcvZH0e,spotify:track:3H02Ath9iNiQnkcKcvZH0e,https://api.spotify.com/v1/tracks/3H02Ath9iNiQnkcKcvZH0e,https://api.spotify.com/v1/audio-analysis/3H02Ath9iNiQnkcKcvZH0e,215903,4,pop
HeyYa!,0.405,0.858,4,-6.19,0,0.159,0.27,0,0.325,0.78,80.094,audio_features,0fsdxvsWow2MCuHg8VdCJ9,spotify:track:0fsdxvsWow2MCuHg8VdCJ9,https://api.spotify.com/v1/tracks/0fsdxvsWow2MCuHg8VdCJ9,https://api.spotify.com/v1/audio-analysis/0fsdxvsWow2MCuHg8VdCJ9,204635,4,pop
YoungDumb&Broke,0.712,0.569,2,-9.018,1,0.0311,0.301,7.82E-05,0.0918,0.473,142.053,audio_features,5Oo6U1Ls2EO0wYb90kFeKR,spotify:track:5Oo6U1Ls2EO0wYb90kFeKR,https://api.spotify.com/v1/tracks/5Oo6U1Ls2EO0wYb90kFeKR,https://api.spotify.com/v1/audio-analysis/5Oo6U1Ls2EO0wYb90kFeKR,185567,4,pop
Issues,0.788,0.438,7,-7.269,1,0.0921,0.561,0,0.0801,0.391,114.105,audio_features,5dUxHiyE9CnEMmvYvYpiPG,spotify:track:5dUxHiyE9CnEMmvYvYpiPG,https://api.spotify.com/v1/tracks/5dUxHiyE9CnEMmvYvYpiPG,https://api.spotify.com/v1/audio-analysis/5dUxHiyE9CnEMmvYvYpiPG,176500,4,pop
ShapeofYou,0.777,0.744,2,-4.766,0,0.0581,0.224,0,0.0527,0.914,95.988,audio_features,210ECk1fiaC7Wfhl0IZc7K,spotify:track:210ECk1fiaC7Wfhl0IZc7K,https://api.spotify.com/v1/tracks/210ECk1fiaC7Wfhl0IZc7K,https://api.spotify.com/v1/audio-analysis/210ECk1fiaC7Wfhl0IZc7K,204761,4,pop
Closer,0.827,0.468,8,-5.963,1,0.0499,0.62,0,0.119,0.709,94.994,audio_features,0reVOVRfasuyB6IL5cWs4L,spotify:track:0reVOVRfasuyB6IL5cWs4L,https://api.spotify.com/v1/tracks/0reVOVRfasuyB6IL5cWs4L,https://api.spotify.com/v1/audio-analysis/0reVOVRfasuyB6IL5cWs4L,248211,4,pop
LetItGo,0.652,0.428,11,-9.944,1,0.029,0.74,1.04E-05,0.195,0.403,73.988,audio_features,1OFx912kzfdKlQezRury7e,spotify:track:1OFx912kzfdKlQezRury7e,https://api.spotify.com/v1/tracks/1OFx912kzfdKlQezRury7e,https://api.spotify.com/v1/audio-analysis/1OFx912kzfdKlQezRury7e,254189,4,pop
Hello,0.594,0.492,6,-7.742,0,0.0459,0.695,0,0.0893,0.363,157.868,audio_features,7urgNG3jrBgMeriKJDm8rf,spotify:track:7urgNG3jrBgMeriKJDm8rf,https://api.spotify.com/v1/tracks/7urgNG3jrBgMeriKJDm8rf,https://api.spotify.com/v1/audio-analysis/7urgNG3jrBgMeriKJDm8rf,293165,4,pop
Can\tFeelMyFace,0.806,0.555,9,-4.999,0,0.057,0.585,0,0.121,0.27,108.14,audio_features,1QUJIJ9ed09o0CVOaPaanv,spotify:track:1QUJIJ9ed09o0CVOaPaanv,https://api.spotify.com/v1/tracks/1QUJIJ9ed09o0CVOaPaanv,https://api.spotify.com/v1/audio-analysis/1QUJIJ9ed09o0CVOaPaanv,219760,4,pop
ShakeItOff,0.852,0.68,11,-7.008,1,0.274,0.275,0,0.621,0.925,159.991,audio_features,5kbTSXYSlWOHbBgLTwtfL4,spotify:track:5kbTSXYSlWOHbBgLTwtfL4,https://api.spotify.com/v1/tracks/5kbTSXYSlWOHbBgLTwtfL4,https://api.spotify.com/v1/audio-analysis/5kbTSXYSlWOHbBgLTwtfL4,234600,4,pop
IKnewYouWereTrouble,0.665,0.664,2,-5.505,1,0.0724,0.74,0,0.25,0.599,76.968,audio_features,44l4cnTTo3BgrPtqePhJFu,spotify:track:44l4cnTTo3BgrPtqePhJFu,https://api.spotify.com/v1/tracks/44l4cnTTo3BgrPtqePhJFu,https://api.spotify.com/v1/audio-analysis/44l4cnTTo3BgrPtqePhJFu,215627,4,pop
BigBlueWave,0.547,0.93,9,-5.737,1,0.0328,0.0195,0.559,0.62,0.712,137.03,audio_features,4MrcxFSYZNjwdhE8xl7jg2,spotify:track:4MrcxFSYZNjwdhE8xl7jg2,https://api.spotify.com/v1/tracks/4MrcxFSYZNjwdhE8xl7jg2,https://api.spotify.com/v1/audio-analysis/4MrcxFSYZNjwdhE8xl7jg2,206707,4,pop
Let\sPlay,0.621,0.89,5,-1.985,0,0.0329,0.0507,0,0.279,0.581,94.011,audio_features,3OqH2KPAGYe0CxUUkTB27G,spotify:track:3OqH2KPAGYe0CxUUkTB27G,https://api.spotify.com/v1/tracks/3OqH2KPAGYe0CxUUkTB27G,https://api.spotify.com/v1/audio-analysis/3OqH2KPAGYe0CxUUkTB27G,173587,4,pop
IceAge,0.64,0.918,9,-3.485,1,0.0451,0.0383,6.67E-05,0.0767,0.52,142.918,audio_features,4vUa5B50wFWYxQaVpj3Lsl,spotify:track:4vUa5B50wFWYxQaVpj3Lsl,https://api.spotify.com/v1/tracks/4vUa5B50wFWYxQaVpj3Lsl,https://api.spotify.com/v1/audio-analysis/4vUa5B50wFWYxQaVpj3Lsl,194387,4,pop
BreakMyHeart,0.554,0.944,4,-3.152,1,0.228,0.0162,0,0.184,0.725,133.989,audio_features,1LhLceZgroI4m7jvMjVJLN,spotify:track:1LhLceZgroI4m7jvMjVJLN,https://api.spotify.com/v1/tracks/1LhLceZgroI4m7jvMjVJLN,https://api.spotify.com/v1/audio-analysis/1LhLceZgroI4m7jvMjVJLN,232549,4,pop
Soundwave,0.506,0.787,4,-4.225,1,0.0397,0.0134,0,0.116,0.457,130.003,audio_features,2Zmg7pXW44eZxOpnDIWX94,spotify:track:2Zmg7pXW44eZxOpnDIWX94,https://api.spotify.com/v1/tracks/2Zmg7pXW44eZxOpnDIWX94,https://api.spotify.com/v1/audio-analysis/2Zmg7pXW44eZxOpnDIWX94,238028,4,pop
UpWeGo,0.504,0.778,9,-3.094,1,0.0456,0.0153,2.05E-06,0.18,0.553,169.787,audio_features,4PxzLYKgJ8zoeHs0Su1L84,spotify:track:4PxzLYKgJ8zoeHs0Su1L84,https://api.spotify.com/v1/tracks/4PxzLYKgJ8zoeHs0Su1L84,https://api.spotify.com/v1/audio-analysis/4PxzLYKgJ8zoeHs0Su1L84,171293,4,pop
Wavin\Flag,0.63,0.706,0,-6.41,1,0.0807,0.124,0,0.254,0.677,75.992,audio_features,0mBREiw4ppCXccM7rsk2RC,spotify:track:0mBREiw4ppCXccM7rsk2RC,https://api.spotify.com/v1/tracks/0mBREiw4ppCXccM7rsk2RC,https://api.spotify.com/v1/audio-analysis/0mBREiw4ppCXccM7rsk2RC,220520,4,pop
Cautious,0.637,0.664,7,-5.772,0,0.045,0.341,0,0.0942,0.448,140.089,audio_features,0D6I50oBN4opIAaPp0MRrb,spotify:track:0D6I50oBN4opIAaPp0MRrb,https://api.spotify.com/v1/tracks/0D6I50oBN4opIAaPp0MRrb,https://api.spotify.com/v1/audio-analysis/0D6I50oBN4opIAaPp0MRrb,171298,4,pop
HFH(HeartFuckingHurts),0.72,0.608,9,-4.365,1,0.0355,0.173,4.98E-06,0.089,0.286,115.016,audio_features,51TpSEYaZFWBPubOm6iWb0,spotify:track:51TpSEYaZFWBPubOm6iWb0,https://api.spotify.com/v1/tracks/51TpSEYaZFWBPubOm6iWb0,https://api.spotify.com/v1/audio-analysis/51TpSEYaZFWBPubOm6iWb0,187840,4,pop
StereoLove-MainMix,0.642,0.688,9,-5.599,1,0.0428,0.0209,0.000643,0.345,0.261,126.948,audio_features,16ehrl40oo4U6red2xTZMg,spotify:track:16ehrl40oo4U6red2xTZMg,https://api.spotify.com/v1/tracks/16ehrl40oo4U6red2xTZMg,https://api.spotify.com/v1/audio-analysis/16ehrl40oo4U6red2xTZMg,248840,4,pop
AllIWant,0.674,0.794,9,-4.996,1,0.0892,0.022,0,0.0948,0.294,90.034,audio_features,3geZtQWz5S2vYyDA3jGdcB,spotify:track:3geZtQWz5S2vYyDA3jGdcB,https://api.spotify.com/v1/tracks/3geZtQWz5S2vYyDA3jGdcB,https://api.spotify.com/v1/audio-analysis/3geZtQWz5S2vYyDA3jGdcB,181240,4,pop
SatisfactionGuaranteed,0.605,0.871,1,-4.385,0,0.0888,0.0148,0.0813,0.369,0.364,101.957,audio_features,2OSnnMMJVpU0qDGopdpWBQ,spotify:track:2OSnnMMJVpU0qDGopdpWBQ,https://api.spotify.com/v1/tracks/2OSnnMMJVpU0qDGopdpWBQ,https://api.spotify.com/v1/audio-analysis/2OSnnMMJVpU0qDGopdpWBQ,167707,4,pop
GettingCloser,0.828,0.607,5,-6.869,1,0.0369,0.189,0,0.347,0.716,115.025,audio_features,6wlOciyEdLDqZXlloy2Fmp,spotify:track:6wlOciyEdLDqZXlloy2Fmp,https://api.spotify.com/v1/tracks/6wlOciyEdLDqZXlloy2Fmp,https://api.spotify.com/v1/audio-analysis/6wlOciyEdLDqZXlloy2Fmp,214693,4,pop
Wicked-OriginalMix,0.626,0.583,11,-6.69,0,0.0509,0.0282,0,0.302,0.55,95.07,audio_features,5gaYYoyqrVeyVsNnoCw1LD,spotify:track:5gaYYoyqrVeyVsNnoCw1LD,https://api.spotify.com/v1/tracks/5gaYYoyqrVeyVsNnoCw1LD,https://api.spotify.com/v1/audio-analysis/5gaYYoyqrVeyVsNnoCw1LD,204640,4,pop
HouseofCards,0.594,0.652,10,-7.621,1,0.0355,0.0233,0.000411,0.115,0.116,128.968,audio_features,2bDtRrhdmaRM6jcJef9Lc2,spotify:track:2bDtRrhdmaRM6jcJef9Lc2,https://api.spotify.com/v1/tracks/2bDtRrhdmaRM6jcJef9Lc2,https://api.spotify.com/v1/audio-analysis/2bDtRrhdmaRM6jcJef9Lc2,212004,4,pop
IWillRememberYou-Live,0.488,0.453,9,-9.905,1,0.0282,0.54,4.01E-05,0.47,0.41,76.46,audio_features,6H6mbPlddnN6uBQokyZ67M,spotify:track:6H6mbPlddnN6uBQokyZ67M,https://api.spotify.com/v1/tracks/6H6mbPlddnN6uBQokyZ67M,https://api.spotify.com/v1/audio-analysis/6H6mbPlddnN6uBQokyZ67M,214813,4,pop
ElectricLove,0.782,0.894,5,-2.839,0,0.0327,0.0184,0.00929,0.052,0.91,114.988,audio_features,0LrcoZk7kWjo7UkRrITn5L,spotify:track:0LrcoZk7kWjo7UkRrITn5L,https://api.spotify.com/v1/tracks/0LrcoZk7kWjo7UkRrITn5L,https://api.spotify.com/v1/audio-analysis/0LrcoZk7kWjo7UkRrITn5L,207707,4,pop
GotYourNumber,0.693,0.951,0,-2.967,1,0.138,0.0573,0.00139,0.0481,0.838,89.939,audio_features,47OFoMQLJKXakOb3crHUGG,spotify:track:47OFoMQLJKXakOb3crHUGG,https://api.spotify.com/v1/tracks/47OFoMQLJKXakOb3crHUGG,https://api.spotify.com/v1/audio-analysis/47OFoMQLJKXakOb3crHUGG,189333,4,pop
Infinitesimal,0.776,0.712,1,-4.201,0,0.0429,0.062,2.06E-05,0.0486,0.956,130,audio_features,24eBejnVCRxYtfywwB74v5,spotify:track:24eBejnVCRxYtfywwB74v5,https://api.spotify.com/v1/tracks/24eBejnVCRxYtfywwB74v5,https://api.spotify.com/v1/audio-analysis/24eBejnVCRxYtfywwB74v5,176827,4,pop
AspiringFires,0.605,0.748,0,-4.208,1,0.0286,0.00723,0.0196,0.127,0.492,95.999,audio_features,5DeV8ssBiycUiLekqHeMrA,spotify:track:5DeV8ssBiycUiLekqHeMrA,https://api.spotify.com/v1/tracks/5DeV8ssBiycUiLekqHeMrA,https://api.spotify.com/v1/audio-analysis/5DeV8ssBiycUiLekqHeMrA,214053,4,pop
CarveAName,0.634,0.746,3,-4.212,1,0.0346,0.000737,0.168,0.262,0.515,137.967,audio_features,2zVSRUSDjZRX5qQKrwcbTO,spotify:track:2zVSRUSDjZRX5qQKrwcbTO,https://api.spotify.com/v1/tracks/2zVSRUSDjZRX5qQKrwcbTO,https://api.spotify.com/v1/audio-analysis/2zVSRUSDjZRX5qQKrwcbTO,206141,4,pop
InTheWings,0.309,0.915,6,-3.969,1,0.0526,0.0172,0.00559,0.462,0.648,155.739,audio_features,0CreoMwDCFW6Shr6apNRgO,spotify:track:0CreoMwDCFW6Shr6apNRgO,https://api.spotify.com/v1/tracks/0CreoMwDCFW6Shr6apNRgO,https://api.spotify.com/v1/audio-analysis/0CreoMwDCFW6Shr6apNRgO,240378,4,pop
SimplySimple,0.441,0.782,0,-4.515,1,0.0288,0.00733,0.0252,0.105,0.204,83.372,audio_features,7n7lGUoBVOL6Q9mc9lgVCn,spotify:track:7n7lGUoBVOL6Q9mc9lgVCn,https://api.spotify.com/v1/tracks/7n7lGUoBVOL6Q9mc9lgVCn,https://api.spotify.com/v1/audio-analysis/7n7lGUoBVOL6Q9mc9lgVCn,212680,4,pop
Problems,0.629,0.85,1,-3.653,1,0.0261,0.00802,0.0284,0.155,0.526,104.033,audio_features,3nfUxdwIl0SjsSbRMhhxU1,spotify:track:3nfUxdwIl0SjsSbRMhhxU1,https://api.spotify.com/v1/tracks/3nfUxdwIl0SjsSbRMhhxU1,https://api.spotify.com/v1/audio-analysis/3nfUxdwIl0SjsSbRMhhxU1,207533,4,pop
ArmsTonite,0.681,0.665,4,-3.859,1,0.0439,0.114,0.00124,0.0991,0.327,140,audio_features,5buPQWIkbFgmUYir3ad2hQ,spotify:track:5buPQWIkbFgmUYir3ad2hQ,https://api.spotify.com/v1/tracks/5buPQWIkbFgmUYir3ad2hQ,https://api.spotify.com/v1/audio-analysis/5buPQWIkbFgmUYir3ad2hQ,218693,4,pop
Oleander,0.624,0.817,4,-4.403,1,0.0312,0.037,0.247,0.358,0.439,113.028,audio_features,2HbkWTyBJf7hp4uEAWIX4h,spotify:track:2HbkWTyBJf7hp4uEAWIX4h,https://api.spotify.com/v1/tracks/2HbkWTyBJf7hp4uEAWIX4h,https://api.spotify.com/v1/audio-analysis/2HbkWTyBJf7hp4uEAWIX4h,200600,4,pop
FarInTime,0.382,0.937,4,-3.62,1,0.0875,0.144,2.38E-06,0.543,0.34,179.702,audio_features,5xLVsv02Fmn6aHdiv9hpJQ,spotify:track:5xLVsv02Fmn6aHdiv9hpJQ,https://api.spotify.com/v1/tracks/5xLVsv02Fmn6aHdiv9hpJQ,https://api.spotify.com/v1/audio-analysis/5xLVsv02Fmn6aHdiv9hpJQ,200507,4,pop
ChasingItDown,0.57,0.894,7,-4.998,1,0.0282,0.00484,0.0003,0.364,0.686,100.036,audio_features,4dAyyKmVX785kvnxzXIhqw,spotify:track:4dAyyKmVX785kvnxzXIhqw,https://api.spotify.com/v1/tracks/4dAyyKmVX785kvnxzXIhqw,https://api.spotify.com/v1/audio-analysis/4dAyyKmVX785kvnxzXIhqw,250347,4,pop
BabyDon\tDance,0.631,0.858,9,-4.671,1,0.0316,0.00287,0.26,0.0913,0.828,131.995,audio_features,01Dqbum70Lxr1bzZSODyTY,spotify:track:01Dqbum70Lxr1bzZSODyTY,https://api.spotify.com/v1/tracks/01Dqbum70Lxr1bzZSODyTY,https://api.spotify.com/v1/audio-analysis/01Dqbum70Lxr1bzZSODyTY,210747,4,pop
BodyofYears,0.716,0.626,2,-4.341,1,0.0312,0.0123,8.17E-05,0.0537,0.672,117.058,audio_features,0wOY9ssKOeSJkWNyBCxkTZ,spotify:track:0wOY9ssKOeSJkWNyBCxkTZ,https://api.spotify.com/v1/tracks/0wOY9ssKOeSJkWNyBCxkTZ,https://api.spotify.com/v1/audio-analysis/0wOY9ssKOeSJkWNyBCxkTZ,280413,4,pop
TrytoChange,0.569,0.439,11,-7.41,0,0.028,0.543,0.00287,0.0711,0.094,80.977,audio_features,2ZJfRrWRHdBPjemaOhhHQv,spotify:track:2ZJfRrWRHdBPjemaOhhHQv,https://api.spotify.com/v1/tracks/2ZJfRrWRHdBPjemaOhhHQv,https://api.spotify.com/v1/audio-analysis/2ZJfRrWRHdBPjemaOhhHQv,243693,4,pop
WreckingBall,0.487,0.787,7,-4.42,1,0.0545,0.213,0,0.346,0.34,193.758,audio_features,4ZYk5cRwGoj7H515qsAxT0,spotify:track:4ZYk5cRwGoj7H515qsAxT0,https://api.spotify.com/v1/tracks/4ZYk5cRwGoj7H515qsAxT0,https://api.spotify.com/v1/audio-analysis/4ZYk5cRwGoj7H515qsAxT0,196333,4,pop
Miles,0.617,0.592,5,-6.058,1,0.0375,0.208,0.00267,0.0981,0.393,178.147,audio_features,6Yq0tt0Mis8omRhKzIOwDR,spotify:track:6Yq0tt0Mis8omRhKzIOwDR,https://api.spotify.com/v1/tracks/6Yq0tt0Mis8omRhKzIOwDR,https://api.spotify.com/v1/audio-analysis/6Yq0tt0Mis8omRhKzIOwDR,197987,4,pop
Ready(feat.ZachSorgen),0.58,0.737,9,-3.731,1,0.0597,0.211,0,0.0614,0.414,127.987,audio_features,4G34Ff0WzcHErtO0lCJAh0,spotify:track:4G34Ff0WzcHErtO0lCJAh0,https://api.spotify.com/v1/tracks/4G34Ff0WzcHErtO0lCJAh0,https://api.spotify.com/v1/audio-analysis/4G34Ff0WzcHErtO0lCJAh0,247500,4,pop
Walls(RadioEdit)(feat.Quilla),0.454,0.726,9,-5.482,1,0.035,0.0256,7.86E-05,0.0604,0.0971,127.926,audio_features,2an7yYoSs5T3AFO0TFHohj,spotify:track:2an7yYoSs5T3AFO0TFHohj,https://api.spotify.com/v1/tracks/2an7yYoSs5T3AFO0TFHohj,https://api.spotify.com/v1/audio-analysis/2an7yYoSs5T3AFO0TFHohj,255234,4,pop
Shisha,0.66,0.87,7,-3.359,0,0.0421,0.0237,4.18E-06,0.423,0.383,87.982,audio_features,1pFetvSN6y9UvZcf51eO4o,spotify:track:1pFetvSN6y9UvZcf51eO4o,https://api.spotify.com/v1/tracks/1pFetvSN6y9UvZcf51eO4o,https://api.spotify.com/v1/audio-analysis/1pFetvSN6y9UvZcf51eO4o,203707,4,pop
Bananaphone,0.727,0.544,7,-8.629,1,0.0466,0.587,1.11E-06,0.0521,0.824,91.526,audio_features,50buJJWHRXY3PwneHtOguH,spotify:track:50buJJWHRXY3PwneHtOguH,https://api.spotify.com/v1/tracks/50buJJWHRXY3PwneHtOguH,https://api.spotify.com/v1/audio-analysis/50buJJWHRXY3PwneHtOguH,198987,4,pop
Crabbuckit,0.655,0.687,8,-6.62,1,0.247,0.0177,0.00969,0.437,0.726,94.763,audio_features,5ONb0fTAqTygOmGfLHqi28,spotify:track:5ONb0fTAqTygOmGfLHqi28,https://api.spotify.com/v1/tracks/5ONb0fTAqTygOmGfLHqi28,https://api.spotify.com/v1/audio-analysis/5ONb0fTAqTygOmGfLHqi28,246640,4,pop
PaperLove,0.568,0.684,1,-6.086,0,0.0817,0.102,0.00137,0.0673,0.365,189.928,audio_features,3Lx7sPr1k7DFEzNimowtWT,spotify:track:3Lx7sPr1k7DFEzNimowtWT,https://api.spotify.com/v1/tracks/3Lx7sPr1k7DFEzNimowtWT,https://api.spotify.com/v1/audio-analysis/3Lx7sPr1k7DFEzNimowtWT,197673,4,pop
Cha-Ching,0.592,0.957,2,-4.186,1,0.0587,0.0298,0,0.0587,0.885,117.987,audio_features,6M0jqfkHce0Xb2GYDyIFlq,spotify:track:6M0jqfkHce0Xb2GYDyIFlq,https://api.spotify.com/v1/tracks/6M0jqfkHce0Xb2GYDyIFlq,https://api.spotify.com/v1/audio-analysis/6M0jqfkHce0Xb2GYDyIFlq,211093,4,pop
CrazyForYou,0.701,0.708,6,-4.719,0,0.0561,0.0838,0,0.314,0.677,117.014,audio_features,5yXDTOFP5K7YFC0FEHv1ho,spotify:track:5yXDTOFP5K7YFC0FEHv1ho,https://api.spotify.com/v1/tracks/5yXDTOFP5K7YFC0FEHv1ho,https://api.spotify.com/v1/audio-analysis/5yXDTOFP5K7YFC0FEHv1ho,217560,4,pop
Invincible,0.605,0.782,6,-4.67,1,0.0298,0.0985,0,0.366,0.45,96.035,audio_features,1eMcmN5zm0gw085NJjkoQS,spotify:track:1eMcmN5zm0gw085NJjkoQS,https://api.spotify.com/v1/tracks/1eMcmN5zm0gw085NJjkoQS,https://api.spotify.com/v1/audio-analysis/1eMcmN5zm0gw085NJjkoQS,223253,4,pop
Hello,0.573,0.826,1,-4.396,0,0.0305,0.00347,0,0.672,0.278,96.016,audio_features,0T1DHBIdSNR7RjEvg1qBwe,spotify:track:0T1DHBIdSNR7RjEvg1qBwe,https://api.spotify.com/v1/tracks/0T1DHBIdSNR7RjEvg1qBwe,https://api.spotify.com/v1/audio-analysis/0T1DHBIdSNR7RjEvg1qBwe,251760,4,pop
LoseControl,0.665,0.778,5,-4.42,0,0.0494,0.151,0,0.137,0.852,119.974,audio_features,07F3PrhWq1rEgTfRuFSAxx,spotify:track:07F3PrhWq1rEgTfRuFSAxx,https://api.spotify.com/v1/tracks/07F3PrhWq1rEgTfRuFSAxx,https://api.spotify.com/v1/audio-analysis/07F3PrhWq1rEgTfRuFSAxx,226693,4,pop
Bungalow,0.707,0.828,1,-4.782,1,0.0458,0.0415,1.77E-06,0.107,0.538,119.984,audio_features,6CWIKEpJJjxLmcGhD8DN3T,spotify:track:6CWIKEpJJjxLmcGhD8DN3T,https://api.spotify.com/v1/tracks/6CWIKEpJJjxLmcGhD8DN3T,https://api.spotify.com/v1/audio-analysis/6CWIKEpJJjxLmcGhD8DN3T,212093,4,pop
Selfish,0.687,0.787,8,-5.416,0,0.0526,0.0667,1.06E-06,0.118,0.366,102.036,audio_features,0ppUopIIOTVmoq79vAkDFj,spotify:track:0ppUopIIOTVmoq79vAkDFj,https://api.spotify.com/v1/tracks/0ppUopIIOTVmoq79vAkDFj,https://api.spotify.com/v1/audio-analysis/0ppUopIIOTVmoq79vAkDFj,211787,4,pop
HangUps,0.82,0.692,3,-6.164,1,0.11,0.408,0,0.0929,0.739,105.131,audio_features,6tYi93Nes84arkBcgesJbQ,spotify:track:6tYi93Nes84arkBcgesJbQ,https://api.spotify.com/v1/tracks/6tYi93Nes84arkBcgesJbQ,https://api.spotify.com/v1/audio-analysis/6tYi93Nes84arkBcgesJbQ,175806,4,pop
OurStory,0.526,0.834,9,-5.253,1,0.0652,0.0361,1.64E-06,0.0915,0.372,128.004,audio_features,1m59qwxnkk69UWhqvmaMiB,spotify:track:1m59qwxnkk69UWhqvmaMiB,https://api.spotify.com/v1/tracks/1m59qwxnkk69UWhqvmaMiB,https://api.spotify.com/v1/audio-analysis/1m59qwxnkk69UWhqvmaMiB,218507,4,pop
UCanHaveItAll,0.723,0.665,7,-5.214,1,0.0994,0.0142,0,0.324,0.756,74.967,audio_features,53ZIzhozH4pkPvQTVeEbsm,spotify:track:53ZIzhozH4pkPvQTVeEbsm,https://api.spotify.com/v1/tracks/53ZIzhozH4pkPvQTVeEbsm,https://api.spotify.com/v1/audio-analysis/53ZIzhozH4pkPvQTVeEbsm,191267,4,pop
Burning,0.702,0.828,11,-7.332,0,0.0568,0.0219,0.00281,0.311,0.786,126.969,audio_features,20bh4NA5zAgtzvqEO585JC,spotify:track:20bh4NA5zAgtzvqEO585JC,https://api.spotify.com/v1/tracks/20bh4NA5zAgtzvqEO585JC,https://api.spotify.com/v1/audio-analysis/20bh4NA5zAgtzvqEO585JC,201963,4,pop
BadHabits,0.627,0.65,2,-7.563,1,0.0351,0.343,0.000378,0.11,0.111,103.085,audio_features,4iYSOFDjshLhZUOGovaJVk,spotify:track:4iYSOFDjshLhZUOGovaJVk,https://api.spotify.com/v1/tracks/4iYSOFDjshLhZUOGovaJVk,https://api.spotify.com/v1/audio-analysis/4iYSOFDjshLhZUOGovaJVk,256375,4,pop
PDA,0.782,0.801,6,-5.114,1,0.0383,0.139,3.20E-06,0.0826,0.832,110.063,audio_features,0McHs6nTKPGqNb7Ul1nQtO,spotify:track:0McHs6nTKPGqNb7Ul1nQtO,https://api.spotify.com/v1/tracks/0McHs6nTKPGqNb7Ul1nQtO,https://api.spotify.com/v1/audio-analysis/0McHs6nTKPGqNb7Ul1nQtO,213520,4,pop
Armageddon,0.603,0.689,11,-6.016,0,0.0347,0.108,0,0.147,0.27,85.026,audio_features,62y5r15Jeos7KFaZ0FUGVm,spotify:track:62y5r15Jeos7KFaZ0FUGVm,https://api.spotify.com/v1/tracks/62y5r15Jeos7KFaZ0FUGVm,https://api.spotify.com/v1/audio-analysis/62y5r15Jeos7KFaZ0FUGVm,203239,4,pop
Don\tLetYourFeetTouchGround-TomLord-AlgeMix,0.297,0.92,4,-4.947,1,0.0514,0.0606,0.00245,0.0998,0.401,191.662,audio_features,3YAJvAYXZ3hOBUlIlBBqcH,spotify:track:3YAJvAYXZ3hOBUlIlBBqcH,https://api.spotify.com/v1/tracks/3YAJvAYXZ3hOBUlIlBBqcH,https://api.spotify.com/v1/audio-analysis/3YAJvAYXZ3hOBUlIlBBqcH,154867,4,pop
Criminal,0.456,0.769,5,-4.456,0,0.0396,0.0703,0,0.304,0.433,190.069,audio_features,0FTdomDqVjqBc4wqlRagXI,spotify:track:0FTdomDqVjqBc4wqlRagXI,https://api.spotify.com/v1/tracks/0FTdomDqVjqBc4wqlRagXI,https://api.spotify.com/v1/audio-analysis/0FTdomDqVjqBc4wqlRagXI,226800,4,pop
TheVeldt-RadioEdit,0.736,0.759,9,-7.066,1,0.0347,0.0573,0.207,0.0778,0.485,128.039,audio_features,29B5iOEsl6pMnvZke3rcIT,spotify:track:29B5iOEsl6pMnvZke3rcIT,https://api.spotify.com/v1/tracks/29B5iOEsl6pMnvZke3rcIT,https://api.spotify.com/v1/audio-analysis/29B5iOEsl6pMnvZke3rcIT,170067,4,pop
RedHands,0.688,0.846,0,-5.867,1,0.0268,0.00558,0,0.223,0.672,102.523,audio_features,3e5uxnPKYPdNjadbGXjWbP,spotify:track:3e5uxnPKYPdNjadbGXjWbP,https://api.spotify.com/v1/tracks/3e5uxnPKYPdNjadbGXjWbP,https://api.spotify.com/v1/audio-analysis/3e5uxnPKYPdNjadbGXjWbP,180880,4,pop
TheyDon\tKnowAboutUs(feat.CodySimpson),0.659,0.801,2,-3.499,1,0.0605,0.042,0,0.0671,0.363,83.074,audio_features,6WxmudrP1QefUQPcxbqTmO,spotify:track:6WxmudrP1QefUQPcxbqTmO,https://api.spotify.com/v1/tracks/6WxmudrP1QefUQPcxbqTmO,https://api.spotify.com/v1/audio-analysis/6WxmudrP1QefUQPcxbqTmO,192880,4,pop
Stuttering-RevisedAlbumVersion,0.501,0.73,9,-4.517,1,0.0453,0.098,0,0.362,0.452,175.926,audio_features,37npEzZzksCAwNdLNmi45k,spotify:track:37npEzZzksCAwNdLNmi45k,https://api.spotify.com/v1/tracks/37npEzZzksCAwNdLNmi45k,https://api.spotify.com/v1/audio-analysis/37npEzZzksCAwNdLNmi45k,192667,4,pop
Sorries,0.556,0.544,6,-6.509,0,0.0315,0.00517,0,0.0718,0.309,150.048,audio_features,3byN5VrUIr24mW8x0o6jgf,spotify:track:3byN5VrUIr24mW8x0o6jgf,https://api.spotify.com/v1/tracks/3byN5VrUIr24mW8x0o6jgf,https://api.spotify.com/v1/audio-analysis/3byN5VrUIr24mW8x0o6jgf,216079,4,pop
