Name,Danceability,Energy,Key,Loudness,Mode,Speechness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Type,ID,Uri,Ref_Track,URL_features,Duration_ms,time_signature,Genre
YuveYuveYu,0.624,0.857,10,-6.25,0,0.0542,0.0208,0.206,0.11,0.324,131.926,audio_features,6J2VvzKwWc2f0JP5RQVZjq,spotify:track:6J2VvzKwWc2f0JP5RQVZjq,https://api.spotify.com/v1/tracks/6J2VvzKwWc2f0JP5RQVZjq,https://api.spotify.com/v1/audio-analysis/6J2VvzKwWc2f0JP5RQVZjq,282920,4,metal
Gloryhammer,0.517,0.916,0,-4.933,1,0.0559,0.000182,0.00191,0.306,0.444,135.996,audio_features,4HA34COgxgVJ6zK88UN4Ik,spotify:track:4HA34COgxgVJ6zK88UN4Ik,https://api.spotify.com/v1/tracks/4HA34COgxgVJ6zK88UN4Ik,https://api.spotify.com/v1/audio-analysis/4HA34COgxgVJ6zK88UN4Ik,300320,4,metal
Nostos,0.251,0.894,8,-4.103,0,0.057,0.0144,0,0.123,0.297,114.223,audio_features,3W6Xik6Xxf06JuUoZSATlD,spotify:track:3W6Xik6Xxf06JuUoZSATlD,https://api.spotify.com/v1/tracks/3W6Xik6Xxf06JuUoZSATlD,https://api.spotify.com/v1/audio-analysis/3W6Xik6Xxf06JuUoZSATlD,175353,4,metal
Yggdrasil,0.469,0.743,1,-5.57,0,0.0272,0.00222,0.000111,0.276,0.481,86.953,audio_features,2gGveBaLJQMtJ43X4UL5kH,spotify:track:2gGveBaLJQMtJ43X4UL5kH,https://api.spotify.com/v1/tracks/2gGveBaLJQMtJ43X4UL5kH,https://api.spotify.com/v1/audio-analysis/2gGveBaLJQMtJ43X4UL5kH,272292,4,metal
Incense&Iron,0.487,0.952,1,-4.429,0,0.0613,0.000228,0,0.161,0.329,125.993,audio_features,1lRF81A1C9QoCgBcEop2zg,spotify:track:1lRF81A1C9QoCgBcEop2zg,https://api.spotify.com/v1/tracks/1lRF81A1C9QoCgBcEop2zg,https://api.spotify.com/v1/audio-analysis/1lRF81A1C9QoCgBcEop2zg,237933,4,metal
WelcometoHell,0.43,0.797,2,-5.907,0,0.0303,0.000308,0.0566,0.323,0.352,147.982,audio_features,3lUQ6y8XeeaoK2hPydcX9c,spotify:track:3lUQ6y8XeeaoK2hPydcX9c,https://api.spotify.com/v1/tracks/3lUQ6y8XeeaoK2hPydcX9c,https://api.spotify.com/v1/audio-analysis/3lUQ6y8XeeaoK2hPydcX9c,262719,4,metal
Ambiramus,0.434,0.908,6,-4.715,1,0.0936,0.00791,0,0.662,0.461,126.331,audio_features,6sXsi4DsxtpI4BnfhaG77v,spotify:track:6sXsi4DsxtpI4BnfhaG77v,https://api.spotify.com/v1/tracks/6sXsi4DsxtpI4BnfhaG77v,https://api.spotify.com/v1/audio-analysis/6sXsi4DsxtpI4BnfhaG77v,173213,4,metal
Gunman,0.308,0.965,8,-3.172,1,0.0591,2.28E-05,0.0648,0.117,0.189,175.036,audio_features,3Mz5lXbMBK2tUmKAwAJwi1,spotify:track:3Mz5lXbMBK2tUmKAwAJwi1,https://api.spotify.com/v1/tracks/3Mz5lXbMBK2tUmKAwAJwi1,https://api.spotify.com/v1/audio-analysis/3Mz5lXbMBK2tUmKAwAJwi1,317733,4,metal
NoMoreHollywoodEndings,0.5,0.925,4,-3.467,0,0.0378,0.00094,0,0.294,0.372,92.988,audio_features,7AstJIsEomp0hJyMasOqLN,spotify:track:7AstJIsEomp0hJyMasOqLN,https://api.spotify.com/v1/tracks/7AstJIsEomp0hJyMasOqLN,https://api.spotify.com/v1/audio-analysis/7AstJIsEomp0hJyMasOqLN,234787,4,metal
Promises,0.479,0.977,2,-4.515,1,0.086,1.66E-05,5.31E-05,0.298,0.139,150.01,audio_features,1L4UqbKtfM4bk3UdOzrXny,spotify:track:1L4UqbKtfM4bk3UdOzrXny,https://api.spotify.com/v1/tracks/1L4UqbKtfM4bk3UdOzrXny,https://api.spotify.com/v1/audio-analysis/1L4UqbKtfM4bk3UdOzrXny,285925,4,metal
RagnarsKv?i,0.519,0.944,11,-4.89,0,0.0552,0.0003,2.67E-05,0.395,0.439,108.05,audio_features,3RHQgksnzhtbgBpFwYhMgr,spotify:track:3RHQgksnzhtbgBpFwYhMgr,https://api.spotify.com/v1/tracks/3RHQgksnzhtbgBpFwYhMgr,https://api.spotify.com/v1/audio-analysis/3RHQgksnzhtbgBpFwYhMgr,248187,4,metal
AngusMcFife,0.495,0.959,0,-3.621,1,0.0367,0.000216,2.18E-06,0.339,0.667,90.024,audio_features,4sBlQ2yaxrj8zF7J8EE6cA,spotify:track:4sBlQ2yaxrj8zF7J8EE6cA,https://api.spotify.com/v1/tracks/4sBlQ2yaxrj8zF7J8EE6cA,https://api.spotify.com/v1/audio-analysis/4sBlQ2yaxrj8zF7J8EE6cA,208227,4,metal
SlayerofKings,0.397,0.929,2,-4.511,1,0.116,0.000596,0.000541,0.315,0.116,149.936,audio_features,0qoznAGKZOBgne7MiycPPc,spotify:track:0qoznAGKZOBgne7MiycPPc,https://api.spotify.com/v1/tracks/0qoznAGKZOBgne7MiycPPc,https://api.spotify.com/v1/audio-analysis/0qoznAGKZOBgne7MiycPPc,303787,4,metal
MarchAgainsttheTyrant,0.434,0.884,7,-6.342,1,0.0687,0.00438,0.000676,0.27,0.216,89.967,audio_features,2xCPy6z5qUIwHMHyRBRVSx,spotify:track:2xCPy6z5qUIwHMHyRBRVSx,https://api.spotify.com/v1/tracks/2xCPy6z5qUIwHMHyRBRVSx,https://api.spotify.com/v1/audio-analysis/2xCPy6z5qUIwHMHyRBRVSx,562693,4,metal
Ategnatos,0.48,0.969,4,-5.897,0,0.166,0.000107,0.00261,0.14,0.146,115.055,audio_features,2R9VjDWhLhQ6LsQBcmRBYK,spotify:track:2R9VjDWhLhQ6LsQBcmRBYK,https://api.spotify.com/v1/tracks/2R9VjDWhLhQ6LsQBcmRBYK,https://api.spotify.com/v1/audio-analysis/2R9VjDWhLhQ6LsQBcmRBYK,293547,4,metal
FireandFlame,0.514,0.997,7,-4.297,1,0.121,1.18E-05,0.193,0.377,0.102,116.946,audio_features,7JToOyehVvHHHqxHPwS9La,spotify:track:7JToOyehVvHHHqxHPwS9La,https://api.spotify.com/v1/tracks/7JToOyehVvHHHqxHPwS9La,https://api.spotify.com/v1/audio-analysis/7JToOyehVvHHHqxHPwS9La,339413,4,metal
ForgottenPaths,0.175,0.882,3,-6.123,1,0.11,0.00122,0.467,0.157,0.0556,174.579,audio_features,1mDupi4yX9KQ3Wh6oSYqNP,spotify:track:1mDupi4yX9KQ3Wh6oSYqNP,https://api.spotify.com/v1/tracks/1mDupi4yX9KQ3Wh6oSYqNP,https://api.spotify.com/v1/audio-analysis/1mDupi4yX9KQ3Wh6oSYqNP,664388,3,metal
RainofFury,0.42,0.875,2,-4.801,1,0.0527,0.000402,0.0106,0.266,0.232,179.993,audio_features,0uk6pxp37C1pyiEJlArHjw,spotify:track:0uk6pxp37C1pyiEJlArHjw,https://api.spotify.com/v1/tracks/0uk6pxp37C1pyiEJlArHjw,https://api.spotify.com/v1/audio-analysis/0uk6pxp37C1pyiEJlArHjw,249387,4,metal
TheReturn,0.118,0.99,8,-3.615,0,0.132,2.82E-06,0.916,0.33,0.474,195.014,audio_features,6PFnze11f9ykaDJCL6zSFx,spotify:track:6PFnze11f9ykaDJCL6zSFx,https://api.spotify.com/v1/tracks/6PFnze11f9ykaDJCL6zSFx,https://api.spotify.com/v1/audio-analysis/6PFnze11f9ykaDJCL6zSFx,265613,3,metal
TheLionFromtheNorth,0.492,0.954,6,-4.574,0,0.0508,6.65E-05,0.00874,0.257,0.643,152.987,audio_features,734y7nJZ0cPOACIoT9kWyV,spotify:track:734y7nJZ0cPOACIoT9kWyV,https://api.spotify.com/v1/tracks/734y7nJZ0cPOACIoT9kWyV,https://api.spotify.com/v1/audio-analysis/734y7nJZ0cPOACIoT9kWyV,282520,4,metal
SonoftheSky,0.235,0.49,4,-9.339,0,0.0298,0.111,0.000969,0.221,0.221,180.678,audio_features,4Zba3X2hKnwFE6dRG3jFNz,spotify:track:4Zba3X2hKnwFE6dRG3jFNz,https://api.spotify.com/v1/tracks/4Zba3X2hKnwFE6dRG3jFNz,https://api.spotify.com/v1/audio-analysis/4Zba3X2hKnwFE6dRG3jFNz,297427,3,metal
FireBloodandSteel,0.541,0.912,0,-5.491,1,0.0455,9.26E-05,0.00518,0.168,0.139,120.05,audio_features,7r69jRvCu24KhEIjqXnpyZ,spotify:track:7r69jRvCu24KhEIjqXnpyZ,https://api.spotify.com/v1/tracks/7r69jRvCu24KhEIjqXnpyZ,https://api.spotify.com/v1/audio-analysis/7r69jRvCu24KhEIjqXnpyZ,192000,3,metal
InisMona,0.431,0.992,2,-2.82,0,0.0966,0.000374,0.00401,0.378,0.234,107.096,audio_features,1wEZ5CJdokm8DivSInRptl,spotify:track:1wEZ5CJdokm8DivSInRptl,https://api.spotify.com/v1/tracks/1wEZ5CJdokm8DivSInRptl,https://api.spotify.com/v1/audio-analysis/1wEZ5CJdokm8DivSInRptl,249240,4,metal
Fantasy\sWings,0.273,0.916,7,-4.71,1,0.248,0.00367,1.52E-05,0.353,0.119,112.498,audio_features,5n4Ale9oujD3ZsfAM2NFG0,spotify:track:5n4Ale9oujD3ZsfAM2NFG0,https://api.spotify.com/v1/tracks/5n4Ale9oujD3ZsfAM2NFG0,https://api.spotify.com/v1/audio-analysis/5n4Ale9oujD3ZsfAM2NFG0,291027,3,metal
DornimOhr,0.366,0.947,4,-4.034,0,0.153,0.000579,1.47E-06,0.105,0.327,184.137,audio_features,1JEGjPLCw77ZfeVZbF7Kl2,spotify:track:1JEGjPLCw77ZfeVZbF7Kl2,https://api.spotify.com/v1/tracks/1JEGjPLCw77ZfeVZbF7Kl2,https://api.spotify.com/v1/audio-analysis/1JEGjPLCw77ZfeVZbF7Kl2,216880,4,metal
Kjettarenmotstr?men,0.538,0.938,11,-5.2,1,0.0794,0.00138,0,0.29,0.744,135.081,audio_features,2wJj7JwUMyppNOpyjfnFUR,spotify:track:2wJj7JwUMyppNOpyjfnFUR,https://api.spotify.com/v1/tracks/2wJj7JwUMyppNOpyjfnFUR,https://api.spotify.com/v1/audio-analysis/2wJj7JwUMyppNOpyjfnFUR,231307,4,metal
ProphecyofRagnar?,0.548,0.878,11,-5.758,0,0.0449,7.29E-05,0.0395,0.424,0.137,135.052,audio_features,6FvcKeoYNCIW1D5AEyHWjV,spotify:track:6FvcKeoYNCIW1D5AEyHWjV,https://api.spotify.com/v1/tracks/6FvcKeoYNCIW1D5AEyHWjV,https://api.spotify.com/v1/audio-analysis/6FvcKeoYNCIW1D5AEyHWjV,222373,4,metal
Mexico,0.574,0.958,1,-3.789,1,0.0483,6.64E-05,1.34E-06,0.323,0.855,127.998,audio_features,30HudkdtT6bvHdagrxFJ7e,spotify:track:30HudkdtT6bvHdagrxFJ7e,https://api.spotify.com/v1/tracks/30HudkdtT6bvHdagrxFJ7e,https://api.spotify.com/v1/audio-analysis/30HudkdtT6bvHdagrxFJ7e,190333,4,metal
ToHellAndBack,0.536,0.849,0,-4.702,1,0.0616,0.00318,0.00197,0.104,0.305,127.002,audio_features,0psBuoxe8gA0dadvldZ1HV,spotify:track:0psBuoxe8gA0dadvldZ1HV,https://api.spotify.com/v1/tracks/0psBuoxe8gA0dadvldZ1HV,https://api.spotify.com/v1/audio-analysis/0psBuoxe8gA0dadvldZ1HV,206547,4,metal
Fejd,0.364,0.923,0,-4.901,0,0.0744,4.17E-05,0.0206,0.121,0.251,99.974,audio_features,5KqHgQ0h81PdA6GRq5r6xB,spotify:track:5KqHgQ0h81PdA6GRq5r6xB,https://api.spotify.com/v1/tracks/5KqHgQ0h81PdA6GRq5r6xB,https://api.spotify.com/v1/audio-analysis/5KqHgQ0h81PdA6GRq5r6xB,303053,4,metal
HerWirt,0.301,0.952,9,-6.17,1,0.0574,2.68E-05,0.778,0.235,0.471,140.097,audio_features,2a99qSkB9UVxepQJ2KTfAJ,spotify:track:2a99qSkB9UVxepQJ2KTfAJ,https://api.spotify.com/v1/tracks/2a99qSkB9UVxepQJ2KTfAJ,https://api.spotify.com/v1/audio-analysis/2a99qSkB9UVxepQJ2KTfAJ,369307,4,metal
WayoftheWarrior,0.251,0.985,2,-5.119,1,0.125,5.40E-06,0.52,0.231,0.222,132.641,audio_features,5XJ1jQYn3l4KCNx3IoIC3r,spotify:track:5XJ1jQYn3l4KCNx3IoIC3r,https://api.spotify.com/v1/tracks/5XJ1jQYn3l4KCNx3IoIC3r,https://api.spotify.com/v1/audio-analysis/5XJ1jQYn3l4KCNx3IoIC3r,237227,4,metal
EspenBinAskeladden,0.345,0.908,7,-5.618,1,0.0485,0.000902,4.01E-06,0.12,0.514,134.809,audio_features,3eg1DWDuR5J4IgZuNtaU9h,spotify:track:3eg1DWDuR5J4IgZuNtaU9h,https://api.spotify.com/v1/tracks/3eg1DWDuR5J4IgZuNtaU9h,https://api.spotify.com/v1/audio-analysis/3eg1DWDuR5J4IgZuNtaU9h,245213,4,metal
Epona,0.493,0.946,2,-6.721,0,0.079,0.00258,0.034,0.381,0.518,144.972,audio_features,6dtGNp1M5FFLhjejpGawV4,spotify:track:6dtGNp1M5FFLhjejpGawV4,https://api.spotify.com/v1/tracks/6dtGNp1M5FFLhjejpGawV4,https://api.spotify.com/v1/audio-analysis/6dtGNp1M5FFLhjejpGawV4,227707,4,metal
BattleintheSky,0.446,0.978,9,-3.52,1,0.0985,0.000693,3.72E-06,0.393,0.19,159.933,audio_features,3KkPHbFi3Rf7BRcRpjLskE,spotify:track:3KkPHbFi3Rf7BRcRpjLskE,https://api.spotify.com/v1/tracks/3KkPHbFi3Rf7BRcRpjLskE,https://api.spotify.com/v1/audio-analysis/3KkPHbFi3Rf7BRcRpjLskE,264560,4,metal
AngelsonNeonWings,0.557,0.818,9,-8.21,1,0.0383,0.00195,0,0.103,0.353,95.001,audio_features,38C026xnfYW1J7hqdbef0c,spotify:track:38C026xnfYW1J7hqdbef0c,https://api.spotify.com/v1/tracks/38C026xnfYW1J7hqdbef0c,https://api.spotify.com/v1/audio-analysis/38C026xnfYW1J7hqdbef0c,320000,4,metal
BloodofHeroes,0.548,0.918,4,-5.73,0,0.0545,3.53E-05,0.0286,0.0797,0.28,107.977,audio_features,4qgDlkfqsbZ0q5tOSp0nqE,spotify:track:4qgDlkfqsbZ0q5tOSp0nqE,https://api.spotify.com/v1/tracks/4qgDlkfqsbZ0q5tOSp0nqE,https://api.spotify.com/v1/audio-analysis/4qgDlkfqsbZ0q5tOSp0nqE,221507,4,metal
LionArises,0.447,0.881,5,-5.26,1,0.0471,0.0097,6.72E-05,0.313,0.335,104.979,audio_features,533BIBwLQowopZQzbCuIu8,spotify:track:533BIBwLQowopZQzbCuIu8,https://api.spotify.com/v1/tracks/533BIBwLQowopZQzbCuIu8,https://api.spotify.com/v1/audio-analysis/533BIBwLQowopZQzbCuIu8,281219,3,metal
Alestorm,0.485,0.967,6,-3.649,1,0.0704,6.90E-05,0,0.297,0.619,74.976,audio_features,1VVSeif54ALo2SaZ35U5I3,spotify:track:1VVSeif54ALo2SaZ35U5I3,https://api.spotify.com/v1/tracks/1VVSeif54ALo2SaZ35U5I3,https://api.spotify.com/v1/audio-analysis/1VVSeif54ALo2SaZ35U5I3,236787,4,metal
?Valhalla,0.5,0.458,2,-11.097,1,0.027,0.537,0.433,0.101,0.0697,92.056,audio_features,3WrCrpNOnlVWRHtRKJONWC,spotify:track:3WrCrpNOnlVWRHtRKJONWC,https://api.spotify.com/v1/tracks/3WrCrpNOnlVWRHtRKJONWC,https://api.spotify.com/v1/audio-analysis/3WrCrpNOnlVWRHtRKJONWC,214933,4,metal
Lvgvs,0.503,0.868,10,-7.103,0,0.0426,0.0157,6.41E-06,0.123,0.505,108.642,audio_features,31fkMc2mGqwgvoFY7ELhPh,spotify:track:31fkMc2mGqwgvoFY7ELhPh,https://api.spotify.com/v1/tracks/31fkMc2mGqwgvoFY7ELhPh,https://api.spotify.com/v1/audio-analysis/31fkMc2mGqwgvoFY7ELhPh,256347,4,metal
Awakening,0.391,0.978,6,-8.531,0,0.0921,6.00E-06,0.000476,0.0941,0.167,155.043,audio_features,1JCCYK2HYA04KTBKXYHH7X,spotify:track:1JCCYK2HYA04KTBKXYHH7X,https://api.spotify.com/v1/tracks/1JCCYK2HYA04KTBKXYHH7X,https://api.spotify.com/v1/audio-analysis/1JCCYK2HYA04KTBKXYHH7X,437920,4,metal
Snakehenge,0.517,0.784,0,-5.233,1,0.0288,0.0103,0.00472,0.222,0.648,99.957,audio_features,0TwejEm9BvorNaFFSsAobO,spotify:track:0TwejEm9BvorNaFFSsAobO,https://api.spotify.com/v1/tracks/0TwejEm9BvorNaFFSsAobO,https://api.spotify.com/v1/audio-analysis/0TwejEm9BvorNaFFSsAobO,233240,4,metal
DowntheWhiteWaters-SingleEdit,0.449,0.761,2,-9.324,1,0.0302,0.000418,0.00594,0.35,0.442,93.506,audio_features,6wKGmTQkWfXPaVAv85cXJ9,spotify:track:6wKGmTQkWfXPaVAv85cXJ9,https://api.spotify.com/v1/tracks/6wKGmTQkWfXPaVAv85cXJ9,https://api.spotify.com/v1/audio-analysis/6wKGmTQkWfXPaVAv85cXJ9,298505,4,metal
ForThoseAbouttoFightforMetal,0.413,0.974,2,-5.446,1,0.0804,1.19E-05,0.835,0.096,0.108,97.493,audio_features,43q96dY1coOtTywVVeOdAc,spotify:track:43q96dY1coOtTywVVeOdAc,https://api.spotify.com/v1/tracks/43q96dY1coOtTywVVeOdAc,https://api.spotify.com/v1/audio-analysis/43q96dY1coOtTywVVeOdAc,317520,4,metal
Forever,0.316,0.735,7,-7.525,0,0.0371,0.00395,1.27E-06,0.0978,0.0735,78.541,audio_features,6HxX7yMS9HnIyq8Q9Uyb6v,spotify:track:6HxX7yMS9HnIyq8Q9Uyb6v,https://api.spotify.com/v1/tracks/6HxX7yMS9HnIyq8Q9Uyb6v,https://api.spotify.com/v1/audio-analysis/6HxX7yMS9HnIyq8Q9Uyb6v,213966,4,metal
EdgeofYourSword,0.446,0.826,5,-6.151,0,0.0564,0.0598,0.000482,0.0916,0.277,142.02,audio_features,716MGFv7rw3K8OYqGgF38t,spotify:track:716MGFv7rw3K8OYqGgF38t,https://api.spotify.com/v1/tracks/716MGFv7rw3K8OYqGgF38t,https://api.spotify.com/v1/audio-analysis/716MGFv7rw3K8OYqGgF38t,302423,4,metal
AVagabond\sLife,0.497,0.621,8,-6.186,0,0.0273,0.0731,0.00127,0.129,0.27,128.057,audio_features,7paTi502Yhzr4SRskGi2sA,spotify:track:7paTi502Yhzr4SRskGi2sA,https://api.spotify.com/v1/tracks/7paTi502Yhzr4SRskGi2sA,https://api.spotify.com/v1/audio-analysis/7paTi502Yhzr4SRskGi2sA,252543,4,metal
IfItBleedsWeCanKillIt,0.56,0.897,4,-7.842,0,0.0332,0.000295,0,0.113,0.626,140.004,audio_features,3BsT7xB5kUsCDrmkBvkYVF,spotify:track:3BsT7xB5kUsCDrmkBvkYVF,https://api.spotify.com/v1/tracks/3BsT7xB5kUsCDrmkBvkYVF,https://api.spotify.com/v1/audio-analysis/3BsT7xB5kUsCDrmkBvkYVF,272000,4,metal
TwilightOfTheGods,0.544,0.952,8,-6.516,1,0.0483,0.000269,0.0196,0.0954,0.351,94.007,audio_features,06HNCfXJcMnKHmRrkue97s,spotify:track:06HNCfXJcMnKHmRrkue97s,https://api.spotify.com/v1/tracks/06HNCfXJcMnKHmRrkue97s,https://api.spotify.com/v1/audio-analysis/06HNCfXJcMnKHmRrkue97s,291107,4,metal
Bannlyst,0.267,0.785,10,-9.57,1,0.0855,0.00339,0.0214,0.356,0.186,105.015,audio_features,63CQ0Q5N0p9CmURVoDuEoS,spotify:track:63CQ0Q5N0p9CmURVoDuEoS,https://api.spotify.com/v1/tracks/63CQ0Q5N0p9CmURVoDuEoS,https://api.spotify.com/v1/audio-analysis/63CQ0Q5N0p9CmURVoDuEoS,210307,4,metal
Draugen\sMaelstrom,0.454,0.978,4,-4.788,0,0.127,0.00279,0,0.341,0.436,159.996,audio_features,5UlcIOHfJnuG6566c6MGQP,spotify:track:5UlcIOHfJnuG6566c6MGQP,https://api.spotify.com/v1/tracks/5UlcIOHfJnuG6566c6MGQP,https://api.spotify.com/v1/audio-analysis/5UlcIOHfJnuG6566c6MGQP,264867,4,metal
M?i,0.163,0.922,1,-6.206,0,0.118,0.0299,0.812,0.067,0.186,104.417,audio_features,0VCxgF4F8kI5fWNIYoRJPu,spotify:track:0VCxgF4F8kI5fWNIYoRJPu,https://api.spotify.com/v1/tracks/0VCxgF4F8kI5fWNIYoRJPu,https://api.spotify.com/v1/audio-analysis/0VCxgF4F8kI5fWNIYoRJPu,399467,3,metal
Scyth,0.388,0.9,1,-5.328,1,0.115,0.000498,9.42E-05,0.351,0.558,187.036,audio_features,6z35Tv7O0zcdnwtPfNHW2z,spotify:track:6z35Tv7O0zcdnwtPfNHW2z,https://api.spotify.com/v1/tracks/6z35Tv7O0zcdnwtPfNHW2z,https://api.spotify.com/v1/audio-analysis/6z35Tv7O0zcdnwtPfNHW2z,195241,4,metal
ZombieDance,0.534,0.963,9,-5.901,0,0.0571,0.000838,0.00477,0.0532,0.527,150.048,audio_features,3o86HNaujiaZFlTuwWuVw8,spotify:track:3o86HNaujiaZFlTuwWuVw8,https://api.spotify.com/v1/tracks/3o86HNaujiaZFlTuwWuVw8,https://api.spotify.com/v1/audio-analysis/3o86HNaujiaZFlTuwWuVw8,226900,4,metal
Kotikonnut,0.608,0.945,7,-4.363,1,0.0422,0.000944,0,0.185,0.546,128.06,audio_features,0E8ij09wnUrRa8hs0DpIle,spotify:track:0E8ij09wnUrRa8hs0DpIle,https://api.spotify.com/v1/tracks/0E8ij09wnUrRa8hs0DpIle,https://api.spotify.com/v1/audio-analysis/0E8ij09wnUrRa8hs0DpIle,263760,4,metal
DemonsAreaGirl?BestFriend,0.468,0.933,1,-4.658,0,0.0685,0.000532,3.36E-06,0.119,0.392,143.076,audio_features,2Y3XyBCue0lRn1GtPpRcA1,spotify:track:2Y3XyBCue0lRn1GtPpRcA1,https://api.spotify.com/v1/tracks/2Y3XyBCue0lRn1GtPpRcA1,https://api.spotify.com/v1/audio-analysis/2Y3XyBCue0lRn1GtPpRcA1,218080,4,metal
TimeandEternity,0.262,0.878,11,-9.106,0,0.0558,0.000291,0.707,0.201,0.571,180.046,audio_features,4haUMRXbvaQpXlh8HT6LHM,spotify:track:4haUMRXbvaQpXlh8HT6LHM,https://api.spotify.com/v1/tracks/4haUMRXbvaQpXlh8HT6LHM,https://api.spotify.com/v1/audio-analysis/4haUMRXbvaQpXlh8HT6LHM,410000,4,metal
VrataZimy,0.488,0.414,2,-6.495,0,0.0269,0.0643,0,0.0729,0.0767,99.952,audio_features,1SKG2VH7kKoj0Urd0sNCvC,spotify:track:1SKG2VH7kKoj0Urd0sNCvC,https://api.spotify.com/v1/tracks/1SKG2VH7kKoj0Urd0sNCvC,https://api.spotify.com/v1/audio-analysis/1SKG2VH7kKoj0Urd0sNCvC,340800,4,metal
Brunhild,0.425,0.94,11,-4.686,0,0.419,0.00402,0,0.0931,0.226,160.081,audio_features,7boMf260MltKw4RoohuQtE,spotify:track:7boMf260MltKw4RoohuQtE,https://api.spotify.com/v1/tracks/7boMf260MltKw4RoohuQtE,https://api.spotify.com/v1/audio-analysis/7boMf260MltKw4RoohuQtE,217592,4,metal
Fire&Forgive,0.237,0.961,6,-4.437,0,0.25,0.00011,0.00321,0.0549,0.181,201.464,audio_features,6PymuwN5o39jyuxWDlpki9,spotify:track:6PymuwN5o39jyuxWDlpki9,https://api.spotify.com/v1/tracks/6PymuwN5o39jyuxWDlpki9,https://api.spotify.com/v1/audio-analysis/6PymuwN5o39jyuxWDlpki9,270680,4,metal
SpreVingene,0.441,0.974,9,-8.109,1,0.0715,2.76E-06,0.178,0.285,0.0588,91.015,audio_features,2RVD5o84LnJGjaMGhKk8bZ,spotify:track:2RVD5o84LnJGjaMGhKk8bZ,https://api.spotify.com/v1/tracks/2RVD5o84LnJGjaMGhKk8bZ,https://api.spotify.com/v1/audio-analysis/2RVD5o84LnJGjaMGhKk8bZ,234973,4,metal
Aallonalla,0.611,0.912,4,-5.106,0,0.0365,0.000515,0,0.133,0.567,120.058,audio_features,1gAR7JWYFfgk9VhKw4cbyQ,spotify:track:1gAR7JWYFfgk9VhKw4cbyQ,https://api.spotify.com/v1/tracks/1gAR7JWYFfgk9VhKw4cbyQ,https://api.spotify.com/v1/audio-analysis/1gAR7JWYFfgk9VhKw4cbyQ,245813,4,metal
Henkselipoika,0.442,0.964,7,-5.122,1,0.0774,0.000531,0,0.357,0.44,180.019,audio_features,3n4lv7kwT4aYffy9PDY20W,spotify:track:3n4lv7kwT4aYffy9PDY20W,https://api.spotify.com/v1/tracks/3n4lv7kwT4aYffy9PDY20W,https://api.spotify.com/v1/audio-analysis/3n4lv7kwT4aYffy9PDY20W,236360,4,metal
WaitingintheAfterglow,0.442,0.948,5,-6.515,0,0.0786,0.00057,8.94E-06,0.601,0.316,130.054,audio_features,0ZvrveJxa9KtqMGcBZCnwt,spotify:track:0ZvrveJxa9KtqMGcBZCnwt,https://api.spotify.com/v1/tracks/0ZvrveJxa9KtqMGcBZCnwt,https://api.spotify.com/v1/audio-analysis/0ZvrveJxa9KtqMGcBZCnwt,272987,4,metal
Harmaja,0.498,0.715,7,-6.462,1,0.0298,0.0894,1.59E-06,0.0726,0.281,80.025,audio_features,6ps5VDoH9GyZHD2DU5nISK,spotify:track:6ps5VDoH9GyZHD2DU5nISK,https://api.spotify.com/v1/tracks/6ps5VDoH9GyZHD2DU5nISK,https://api.spotify.com/v1/audio-analysis/6ps5VDoH9GyZHD2DU5nISK,308893,4,metal
Hugin&Munin-SingleEdit,0.443,0.752,2,-7.955,0,0.0482,0.288,0.833,0.215,0.278,131.973,audio_features,7Myp2yeW6975AawRTWtiuH,spotify:track:7Myp2yeW6975AawRTWtiuH,https://api.spotify.com/v1/tracks/7Myp2yeW6975AawRTWtiuH,https://api.spotify.com/v1/audio-analysis/7Myp2yeW6975AawRTWtiuH,309266,4,metal
Morrigane\sFury,0.475,0.982,0,-4.201,1,0.0651,0.000376,0.0017,0.331,0.618,154.998,audio_features,0e4jiZ6p6VzM4xjgGWXhJm,spotify:track:0e4jiZ6p6VzM4xjgGWXhJm,https://api.spotify.com/v1/tracks/0e4jiZ6p6VzM4xjgGWXhJm,https://api.spotify.com/v1/audio-analysis/0e4jiZ6p6VzM4xjgGWXhJm,305006,4,metal
WraithoftheGoblinKing(TalesfromCrowsNest),0.285,0.877,2,-5.339,0,0.0657,1.75E-05,0.0603,0.409,0.275,180.107,audio_features,4hM7nwOM8FUqQhvoO5fYrx,spotify:track:4hM7nwOM8FUqQhvoO5fYrx,https://api.spotify.com/v1/tracks/4hM7nwOM8FUqQhvoO5fYrx,https://api.spotify.com/v1/audio-analysis/4hM7nwOM8FUqQhvoO5fYrx,291085,4,metal
Ni?vellir,0.477,0.935,4,-5.445,0,0.116,2.49E-05,0.743,0.0882,0.116,94.375,audio_features,78Za2zGwZakj7uWUPvOH0A,spotify:track:78Za2zGwZakj7uWUPvOH0A,https://api.spotify.com/v1/tracks/78Za2zGwZakj7uWUPvOH0A,https://api.spotify.com/v1/audio-analysis/78Za2zGwZakj7uWUPvOH0A,279893,4,metal
